id,name,slug,province_id
981,سلمان شهر,سلمان-شهر,27
982,سورک,سورک,27
983,سادات شهر,سادات-شهر,27
984,شیرگاه,شیرگاه,27
985,شیرود,شیرود,27
986,عباس آباد,عباس-آباد,27
987,فریدونکنار,فریدونکنار,27
988,فریم,فریم,27
989,قائم شهر,قائم-شهر,27
990,کتالم,کتالم,27
991,کلار آباد,کلار-آباد,27
992,کلاردشت,کلاردشت,27
993,کله بست,کله-بست,27
994,کوهی خیل,کوهی-خیل,27
995,کیاسر,کیاسر,27
996,کیاکلا,کیاکلا,27
997,گتاب,گتاب,27
998,گزنک,گزنک,27
999,گلوگاه,گلوگاه,27
1000,محمود آباد,محمود-آباد,27
1001,مرزن آباد,مرزن-آباد,27
1002,مرزیکلا,مرزیکلا,27
1003,نشتارود,نشتارود,27
1004,نکا,نکا,27
1005,نور,نور,27
1006,نوشهر,نوشهر,27
1007,اراک,اراک,28
1008,آستانه,آستانه,28
1009,آشتیان,آشتیان,28
1010,پرندک,پرندک,28
1011,تفرش,تفرش,28
1012,توره,توره,28
1013,جاورسیان,جاورسیان,28
1014,خشکرود,خشکرود,28
1015,خمین,خمین,28
1016,خنداب,خنداب,28
1017,داود آباد,داود-آباد,28
1018,دلیجان,دلیجان,28
1019,رازقان,رازقان,28
1020,زاویه,زاویه,28
1021,ساروق,ساروق,28
1022,ساوه,ساوه,28
1023,سنجان,سنجان,28
1024,شازند,شازند,28
1025,غرق آباد,غرق-آباد,28
1026,فرمهین,فرمهین,28
1027,قورچی باشی,قورچی-باشی,28
1028,کرهرود,کرهرود,28
1029,کمیجان,کمیجان,28
1030,مامونیه,مامونیه,28
1031,محلات,محلات,28
1032,مهاجران,مهاجران,28
1033,میلاجرد,میلاجرد,28
1034,نراق,نراق,28
1035,نوبران,نوبران,28
1036,نیمور,نیمور,28
1037,هندودر,هندودر,28
1038,ابوموسی,ابوموسی,29
1039,بستک,بستک,29
1040,بندر جاسک,بندر-جاسک,29
1041,بندر چارک,بندر-چارک,29
1042,بندر خمیر,بندر-خمیر,29
1043,بندر عباس,بندر-عباس,29
1044,بندر لنگه,بندر-لنگه,29
1045,بیکا,بیکا,29
1046,پارسیان,پارسیان,29
1047,تخت,تخت,29
1048,جناح,جناح,29
1049,حاجی آباد,حاجی-آباد,29
1050,درگهان,درگهان,29
1051,دهبارز,دهبارز,29
1052,رویدر,رویدر,29
1053,زیارتعلی,زیارتعلی,29
1054,سردشت,سردشت,29
1055,سندرک,سندرک,29
1056,سوزا,سوزا,29
1057,سیریک,سیریک,29
1058,فارغان,فارغان,29
1059,فین,فین,29
1060,قشم,قشم,29
1061,قلعه قاضی,قلعه-قاضی,29
1062,کنگ,کنگ,29
1063,کوشکنار,کوشکنار,29
1064,کیش,کیش,29
1065,گوهران,گوهران,29
1066,میناب,میناب,29
1067,هرمز,هرمز,29
1068,هشتبندی,هشتبندی,29
1069,ازندریان,ازندریان,30
1070,اسد آباد,اسد-آباد,30
1071,برزول,برزول,30
1072,بهار,بهار,30
1073,تویسرکان,تویسرکان,30
1074,جورقان,جورقان,30
1075,جوکار,جوکار,30
1076,دمق,دمق,30
1077,رزن,رزن,30
1078,زنگنه,زنگنه,30
1079,سامن,سامن,30
1080,سرکان,سرکان,30
1081,شیرین سو,شیرین-سو,30
1082,صالح آباد,صالح-آباد,30
1083,فامنین,فامنین,30
1084,فرسفج,فرسفج,30
1085,فیروزان,فیروزان,30
1086,قروه درجزین,قروه-درجزین,30
1087,قهاوند,قهاوند,30
1088,کبودر آهنگ,کبودر-آهنگ,30
1089,گل تپه,گل-تپه,30
1090,گیان,گیان,30
1091,لالجین,لالجین,30
1092,مریانج,مریانج,30
1093,ملایر,ملایر,30
1094,نهاوند,نهاوند,30
1095,همدان,همدان,30
1096,ابرکوه,ابرکوه,31
1097,احمد آباد,احمد-آباد,31
1098,اردکان,اردکان,31
1099,اشکذر,اشکذر,31
1100,بافق,بافق,31
1101,بفروئیه,بفروئیه,31
1102,بهاباد,بهاباد,31
1103,تفت,تفت,31
1104,حمیدیا,حمیدیا,31
1105,خضر آباد,خضر-آباد,31
1106,دیهوک,دیهوک,31
1107,زارچ,زارچ,31
1108,شاهدیه,شاهدیه,31
1109,طبس,طبس,31
1110,عقدا,عقدا,31
1111,مروست,مروست,31
1112,مهردشت,مهردشت,31
1113,مهریز,مهریز,31
1114,میبد,میبد,31
1115,ندوشن,ندوشن,31
1116,نیر,نیر,31
1117,هرات,هرات,31
1118,یزد,یزد,31
1119,رضوانشهر,رضوانشهر,31
